Time, Frame, Distance, Depth, DisAvg, DisVar, DepthAvg, DepthVar, DisAvg0x, DisVar0x, DepthAvg0x, DepthVar0x
105.8348, 8100, 0.05116134, -0.0242542, 0.01106798, 0.002629976, -0.0082921, 0.0006322076, 0.03102099, 0.006754388, -0.02324084, 0.001424936
105.8513, 8101, 0.04214965, -0.02945279, 0.01107182, 0.002629727, -0.008294713, 0.0006322538, 0.03102484, 0.006752058, -0.02324298, 0.001424452
105.8679, 8102, 0.01295249, -0.03172559, 0.01107205, 0.002629406, -0.008297605, 0.0006322114, 0.03101859, 0.006749829, -0.02324592, 0.001423987
105.8848, 8103, 0.01828668, -0.03019744, 0.01107294, 0.002629076, -0.008300306, 0.0006321622, 0.03101419, 0.006747529, -0.02324832, 0.001423498
105.9013, 8104, 0.03313763, -0.03311843, 0.01107566, 0.002628783, -0.008303369, 0.0006322284, 0.03101492, 0.006745191, -0.02325173, 0.00142306
105.918, 8105, 0.05010345, -0.02463153, 0.01108048, 0.00262859, -0.008305384, 0.0006321593, 0.03102151, 0.006743063, -0.02325221, 0.00142257
105.9349, 8106, 0.041092, -0.03045361, 0.01108418, 0.002628326, -0.008308117, 0.0006322173, 0.03102499, 0.006740724, -0.02325469, 0.0014221
105.9516, 8107, 0.02518383, -0.03142913, 0.01108592, 0.002628007, -0.008310968, 0.000632174, 0.03102298, 0.006738426, -0.02325751, 0.00142161
105.9685, 8108, 0.01139004, -0.03027655, 0.01108596, 0.002627683, -0.008313677, 0.0006321355, 0.0310162, 0.00673619, -0.02325994, 0.001421141
105.9849, 8109, 0.0172296, -0.03051533, 0.01108672, 0.002627354, -0.008316415, 0.0006320858, 0.03101144, 0.006733967, -0.02326244, 0.001420694
106.0016, 8110, 0.03207984, -0.03274071, 0.0110893, 0.002627057, -0.008319426, 0.0006320586, 0.03101181, 0.006731637, -0.02326571, 0.00142022
106.0181, 8111, 0.02412576, -0.03194934, 0.01109091, 0.002626739, -0.00832234, 0.0006321063, 0.03100944, 0.006729354, -0.0232687, 0.001419756
106.0348, 8112, 0.01617127, -0.03102154, 0.01109154, 0.002626414, -0.008325138, 0.0006320595, 0.03100433, 0.00672706, -0.02327137, 0.001419274
106.0517, 8113, 0.01617127, -0.03102154, 0.01109216, 0.002627245, -0.008327936, 0.0006320233, 0.03099922, 0.006724835, -0.02327404, 0.001418828
106.0683, 8114, 0.04003424, -0.02575429, 0.01109573, 0.00262691, -0.008330084, 0.0006320486, 0.03100233, 0.006722543, -0.0232749, 0.001418342
106.0875, 8115, 0.04003424, -0.02575429, 0.0110993, 0.00262664, -0.008332231, 0.0006319916, 0.03100544, 0.006720275, -0.02327575, 0.001417851
106.1103, 8116, 0.03102205, -0.03105353, 0.01110175, 0.002626337, -0.008335031, 0.0006319467, 0.03100544, 0.006717962, -0.02327843, 0.001417372
106.1264, 8117, 0.0002632726, -0.02913077, 0.01110042, 0.002626039, -0.008337593, 0.0006320007, 0.03099487, 0.006715988, -0.02328044, 0.001416893
106.1429, 8118, 0.01511429, -0.02987674, 0.01110091, 0.002625711, -0.008340246, 0.0006319475, 0.03098941, 0.00671379, -0.02328271, 0.001416421
