0.0081748, 1, , 
0.016641, 2, , 
0.024603, 3, , 
0.0327748, 4, , 
0.0411371, 5, , 
0.0491834, 6, , 
0.057438, 7, , 
0.0658152, 8, , 
0.0741599, 9, , 
0.08338299, 10, , 
0.09244839, 11, , 
0.09954839, 12, , 
0.1076264, 13, , 
0.1158542, 14, , 
0.1243061, 15, , 
0.1327881, 16, , 
0.1416514, 17, 0.6127129, 0.156
0.1498784, 18, 0.6127129, 0.156
0.1577465, 19, 0.6127129, 0.156
0.1661876, 20, 0.6127129, 0.156
0.1744308, 21, 0.6127129, 0.156
0.1828829, 22, 0.6127129, 0.156
0.1912137, 23, 0.6127129, 0.156
0.199372, 24, 0.6127129, 0.156
0.2073372, 25, 0.6127129, 0.156
0.2157609, 26, 0.6127129, 0.156
0.223878, 27, 0.6127129, 0.156
0.2319706, 28, 0.6127129, 0.156
0.2404525, 29, 0.6127129, 0.156
0.2488346, 30, 0.6127129, 0.156
0.2572727, 31, 0.6127129, 0.156
0.2656223, 32, 0.6127129, 0.156
0.2740025, 33, , 
0.2822663, 34, , 
0.2907724, 35, , 
0.2993407, 36, , 
0.3075427, 37, , 
0.3158275, 38, , 
0.3242879, 39, , 
0.3326636, 40, , 
0.3415299, 41, , 
0.3493162, 42, , 
0.3576704, 43, , 
0.3660891, 44, , 
0.3744784, 45, , 
0.3831979, 46, , 
0.391286, 47, , 
0.3995407, 48, , 
0.4078192, 49, , 
0.4161804, 50, , 
0.4246857, 51, , 
0.4324849, 52, , 
0.4413329, 53, , 
0.4490313, 54, , 
0.4571626, 55, , 
0.4659639, 56, , 
0.4751845, 57, , 
0.4820425, 58, , 
0.4903845, 59, , 
0.498949, 60, , 
0.5072575, 61, , 
0.5157121, 62, , 
0.5240461, 63, , 
0.5324016, 64, , 
0.5407645, 65, , 
0.5497193, 66, , 
0.5575132, 67, , 
0.5658808, 68, , 
0.5742638, 69, , 
0.5825763, 70, , 
0.5910255, 71, , 
0.5992556, 72, , 
0.6084251, 73, , 
0.6164352, 74, , 
0.6246093, 75, , 
0.6330981, 76, , 
0.6415611, 77, , 
0.6497018, 78, , 
0.6578917, 79, , 
0.665923, 80, , 
0.6740317, 81, , 
0.6823967, 82, , 
0.691039, 83, , 
0.6986181, 84, , 
0.7070395, 85, , 
0.7154029, 86, , 
0.7241209, 87, , 
0.7321873, 88, , 
0.7408223, 89, , 
0.7490805, 90, , 
0.7573668, 91, , 
0.7656971, 92, , 
0.7741427, 93, , 
0.7825369, 94, , 
0.7916603, 95, , 
0.7992973, 96, , 
0.8076802, 97, , 
0.8159556, 98, , 
0.8242531, 99, , 
0.8334019, 100, , 
0.8410156, 101, , 
0.849299, 102, , 
0.8577296, 103, , 
0.8660434, 104, , 
0.8744936, 105, , 
0.8828278, 106, , 
0.8912454, 107, , 
0.8994997, 108, , 
0.907867, 109, , 
0.9165087, 110, , 
0.9242753, 111, , 
0.9328129, 112, , 
0.9406996, 113, , 
0.9491253, 114, , 
0.9574332, 115, , 
0.9657981, 116, , 
0.9745634, 117, , 
0.9826007, 118, , 
0.9909685, 119, , 
0.9992551, 120, , 
1.008425, 121, , 
1.015982, 122, , 
1.024377, 123, , 
1.032598, 124, , 
1.041349, 125, , 
1.049537, 126, , 
1.057785, 127, , 
1.066128, 128, , 
1.074624, 129, , 
1.082973, 130, , 
1.091276, 131, , 
1.099593, 132, , 
1.107833, 133, , 
1.116373, 134, , 
1.124635, 135, , 
1.133074, 136, , 
1.141283, 137, , 
1.149763, 138, , 
