Time, Frame, Distance, Depth, DisAvg, DisVar, DepthAvg, DepthVar, DisAvg0x, DisVar0x, DepthAvg0x, DepthVar0x
72.9948, 3259, 0.007710367, -0.08042482, 0.01121806, 0.000667092, -0.02624143, 0.0008079002, 0.02087931, 0.001040076, -0.04884113, 0.0003996408
73.01987, 3260, 0.007711232, -0.08066376, 0.01121699, 0.0006668766, -0.02625813, 0.0008085602, 0.02087179, 0.001039578, -0.0488593, 0.00039999
73.04701, 3261, 0.0187353, -0.07960637, 0.01121929, 0.0006666951, -0.02627449, 0.0008091884, 0.02087057, 0.001038984, -0.04887684, 0.0004003008
73.07048, 3262, 0.007710636, -0.08055618, 0.01121822, 0.0006665013, -0.02629113, 0.0008098199, 0.02086307, 0.001038494, -0.0488949, 0.0004006445
73.08614, 3263, 0.04029366, -0.07878006, 0.01122713, 0.0006665497, -0.02630721, 0.0008104246, 0.02087414, 0.001038116, -0.04891193, 0.0004009262
73.11168, 3264, 0.04029363, -0.07967497, 0.01123603, 0.000666617, -0.02632356, 0.0008110516, 0.0208852, 0.001037738, -0.04892945, 0.000401236
73.12806, 3265, 0.04029143, -0.08565517, 0.01124493, 0.000666642, -0.02634174, 0.0008118801, 0.02089624, 0.001037362, -0.04895035, 0.0004017755
73.15583, 3266, 0.04029348, -0.07923186, 0.01125383, 0.000666688, -0.02635793, 0.0008124972, 0.02090728, 0.001036986, -0.04896758, 0.0004020685
73.18017, 3267, 0.04029348, -0.07923186, 0.01126272, 0.0006667541, -0.02637411, 0.0008131076, 0.0209183, 0.001036608, -0.04898478, 0.0004023606
73.19451, 3268, 0.04029346, -0.07929389, 0.0112716, 0.0006668277, -0.02639031, 0.000813697, 0.02092931, 0.001036232, -0.049002, 0.0004026531
73.21094, 3269, 0.04029143, -0.08997649, 0.01128048, 0.0006668696, -0.02640976, 0.0008146906, 0.02094031, 0.001035857, -0.04902527, 0.0004033786
73.24115, 3270, 0.04029253, -0.08161944, 0.01128935, 0.0006669372, -0.02642664, 0.0008153666, 0.02095129, 0.001035481, -0.04904377, 0.0004037519
73.27117, 3271, 0.04029363, -0.07925698, 0.01129822, 0.0006669632, -0.02644279, 0.000815976, 0.02096226, 0.001035107, -0.0490609, 0.0004040406
73.29428, 3272, 0.04029223, -0.08721301, 0.01130708, 0.0006670071, -0.02646136, 0.0008168683, 0.02097322, 0.001034731, -0.04908253, 0.0004046359
73.32553, 3273, 0.04029274, -0.08251114, 0.01131593, 0.0006670743, -0.02647849, 0.0008175715, 0.02098416, 0.001034359, -0.04910147, 0.0004050405
73.36094, 3274, 0.0185715, -0.0803359, 0.01131815, 0.0006668911, -0.02649494, 0.0008182079, 0.0209828, 0.001033775, -0.04911916, 0.0004053631
73.40813, 3275, 0.007710427, -0.0806147, 0.01131705, 0.0006666775, -0.02651146, 0.0008188525, 0.02097528, 0.00103329, -0.04913698, 0.0004056948
73.43748, 3276, 0.01649218, -0.08000618, 0.01131863, 0.0006664917, -0.02652779, 0.0008194803, 0.02097275, 0.001032714, -0.04915444, 0.0004060041
73.45219, 3277, 0.01621145, -0.08056907, 0.01132012, 0.0006662828, -0.02654428, 0.000820118, 0.02097006, 0.001032144, -0.0491722, 0.0004063323
73.47757, 3278, 0.005637603, -0.07939589, 0.01131839, 0.0006661044, -0.02656041, 0.000820728, 0.02096139, 0.001031691, -0.04918928, 0.0004066185
73.50391, 3279, 0.01857126, -0.08229375, 0.0113206, 0.0006659403, -0.0265774, 0.0008214159, 0.02096004, 0.001031113, -0.04920797, 0.000407008
73.52858, 3280, 0.01593048, -0.08075193, 0.011322, 0.0006657326, -0.02659392, 0.0008220552, 0.02095721, 0.001030543, -0.04922577, 0.0004073403
73.54435, 3281, 0.007710814, -0.07996818, 0.0113209, 0.0006655416, -0.02661019, 0.0008226783, 0.02094973, 0.001030064, -0.04924311, 0.000407643
73.56873, 3282, 0.005076225, -0.07989052, 0.011319, 0.0006653248, -0.02662642, 0.0008232924, 0.02094079, 0.001029624, -0.04926038, 0.0004079424
73.5862, 3283, 0.004797015, -0.08036715, 0.01131701, 0.0006651292, -0.02664279, 0.0008239234, 0.02093169, 0.001029189, -0.04927791, 0.000408258
73.61166, 3284, 0.01565109, -0.08036329, 0.01131833, 0.0006649444, -0.02665915, 0.0008245527, 0.02092872, 0.001028626, -0.04929541, 0.0004085722
73.63595, 3285, 0.004515422, -0.08036579, 0.01131626, 0.0006647506, -0.0266755, 0.0008251785, 0.02091949, 0.001028197, -0.04931289, 0.000408885
73.66488, 3286, 0.004234923, -0.08064374, 0.01131411, 0.0006645814, -0.02669192, 0.0008258141, 0.0209101, 0.001027775, -0.04933051, 0.0004092069
73.69457, 3287, 0.006619419, -0.07990417, 0.01131268, 0.0006643976, -0.02670811, 0.0008264292, 0.02090207, 0.001027313, -0.0493477, 0.0004095021
73.72091, 3288, 0.003954432, -0.08034936, 0.01131044, 0.0006642063, -0.02672443, 0.0008270508, 0.02089255, 0.001026897, -0.04936512, 0.0004098119
73.74525, 3289, 0.007180133, -0.08020657, 0.01130919, 0.0006639803, -0.02674069, 0.0008276491, 0.02088485, 0.001026424, -0.04938244, 0.0004101158
73.76112, 3290, 0.007460956, -0.08047265, 0.01130802, 0.0006637912, -0.02675702, 0.0008282952, 0.02087731, 0.001025949, -0.04939988, 0.000410428
73.786, 3291, 0.01081735, -0.07991795, 0.01130787, 0.0006635905, -0.02677317, 0.0008288838, 0.02087167, 0.001025432, -0.049417, 0.0004107208
73.81164, 3292, 0.00774157, -0.08059865, 0.01130678, 0.0006633783, -0.02678952, 0.0008295131, 0.02086431, 0.00102495, -0.04943448, 0.0004110345
73.83697, 3293, 0.003393565, -0.07952151, 0.01130438, 0.0006632165, -0.02680554, 0.0008301317, 0.02085453, 0.001024549, -0.04945133, 0.0004113116
73.8608, 3294, 0.0108172, -0.08017038, 0.01130423, 0.0006630169, -0.02682174, 0.0008307238, 0.02084891, 0.001024029, -0.04946853, 0.0004116099
73.87754, 3295, 0.01081732, -0.08057453, 0.01130409, 0.000662817, -0.02683805, 0.0008313464, 0.02084329, 0.001023514, -0.04948594, 0.0004119202
73.90288, 3296, 0.003112776, -0.07931212, 0.0113016, 0.0006626326, -0.02685397, 0.0008319369, 0.02083338, 0.001023117, -0.04950262, 0.0004121873
73.91979, 3297, 0.02167833, -0.07977644, 0.01130475, 0.0006624617, -0.02687002, 0.0008325374, 0.02083385, 0.001022547, -0.04951954, 0.0004124692
73.94617, 3298, 0.01081699, -0.08059935, 0.0113046, 0.0006622621, -0.02688631, 0.0008331601, 0.02082825, 0.001022032, -0.0495369, 0.0004127786
73.96911, 3299, 0.0083022, -0.0799242, 0.01130369, 0.000662073, -0.02690239, 0.0008337612, 0.02082126, 0.001021548, -0.04955387, 0.000413063
73.98602, 3300, 0.02167806, -0.08056901, 0.01130683, 0.0006618768, -0.02691865, 0.0008343819, 0.02082174, 0.001020978, -0.04957118, 0.0004133696
74.00285, 3301, 0.007742736, -0.08136532, 0.01130576, 0.0006616884, -0.02693515, 0.0008350239, 0.02081444, 0.001020501, -0.04958891, 0.0004137025
